Date,Open,High,Low,Close,Adj Close,Volume
2010-01-01,136.250000,136.610001,128.800003,130.000000,130.000000,34660800
2010-01-08,130.559998,133.679993,125.750000,127.349998,127.349998,48204300
2010-01-15,129.179993,129.649994,124.330002,126.620003,126.620003,43314400
2010-01-22,125.599998,127.669998,118.120003,126.029999,126.029999,75210200
2010-01-29,129.770004,131.850006,113.820000,115.940002,115.940002,115515300
2010-02-05,115.879997,121.000000,114.099998,120.089996,120.089996,44714700
2010-02-12,118.989998,120.500000,114.820000,118.080002,118.080002,35751100
2010-02-19,117.910004,119.800003,115.849998,118.199997,118.199997,37914400
2010-02-26,117.879997,128.850006,117.000000,128.529999,128.529999,45065700
2010-03-05,129.130005,133.619995,127.070000,133.580002,133.580002,31312500
2010-03-12,134.199997,134.199997,128.630005,132.759995,132.759995,25992600
2010-03-19,133.710007,136.910004,127.199997,134.729996,134.729996,39407500
2010-03-26,134.899994,138.190002,131.179993,131.809998,131.809998,30771700
2010-04-02,132.850006,141.250000,130.779999,140.960007,140.960007,32401300
2010-04-09,140.720001,147.089996,139.070007,145.820007,145.820007,31971800
2010-04-16,144.880005,151.089996,139.130005,150.089996,150.089996,41270700
2010-04-23,145.380005,149.089996,138.690002,141.729996,141.729996,52482000
2010-04-30,141.399994,141.399994,120.599998,128.710007,128.710007,44083000
2010-05-07,127.970001,136.990005,123.760002,131.470001,131.470001,36622500
2010-05-14,130.360001,131.250000,118.779999,119.709999,119.709999,31234600
2010-05-21,117.900002,126.849998,117.519997,126.699997,126.699997,31128500
2010-05-28,126.070000,129.149994,121.650002,128.759995,128.759995,17655900
2010-06-04,126.330002,128.199997,115.800003,123.209999,123.209999,36979500
2010-06-11,121.389999,127.980003,120.290001,125.889999,125.889999,20111900
2010-06-18,126.480003,127.480003,116.800003,118.330002,118.330002,28597100
2010-06-25,118.139999,121.760002,106.010002,110.959999,110.959999,42518700
2010-07-02,110.919998,117.480003,108.559998,116.220001,116.220001,21412400
2010-07-09,116.550003,124.879997,114.650002,122.059998,122.059998,27244500
2010-07-16,121.279999,121.919998,117.000000,120.070000,120.070000,38058900
2010-07-23,105.930000,119.279999,105.800003,116.860001,116.860001,73003100
2010-07-30,115.529999,128.470001,114.510002,127.830002,127.830002,32028100
2010-08-06,126.720001,130.000000,123.550003,126.559998,126.559998,25767500
2010-08-13,126.059998,130.809998,123.040001,127.570000,127.570000,26530000
2010-08-20,127.199997,129.220001,123.180000,124.860001,124.860001,23440100
2010-08-27,125.459999,135.210007,122.250000,135.210007,135.210007,25277300
2010-09-03,136.889999,141.369995,136.449997,140.380005,140.380005,21250700
2010-09-10,140.750000,148.229996,140.039993,148.130005,148.130005,25171000
2010-09-17,148.899994,155.919998,146.500000,152.850006,152.850006,34929000
2010-09-24,155.429993,161.779999,154.889999,157.059998,157.059998,40424600
2010-10-01,157.080002,161.210007,152.199997,156.270004,156.270004,30332700
2010-10-08,155.179993,156.949997,151.399994,155.529999,155.529999,26342500
2010-10-15,158.419998,166.130005,156.570007,164.970001,164.970001,43264700
2010-10-22,162.449997,171.990005,162.270004,166.839996,166.839996,37945100
2010-10-29,165.800003,172.529999,161.520004,168.929993,168.929993,28006400
2010-11-05,169.350006,173.369995,168.589996,170.369995,170.369995,26028800
2010-11-12,170.119995,171.259995,156.770004,164.169998,164.169998,34130800
2010-11-19,163.949997,177.889999,162.839996,177.250000,177.250000,27115100
2010-11-26,177.360001,181.839996,173.919998,176.529999,176.529999,32036500
2010-12-03,175.500000,181.470001,173.800003,174.850006,174.850006,23921200
2010-12-10,174.880005,179.000000,173.089996,178.039993,178.039993,21385300
2010-12-17,178.410004,185.649994,177.020004,182.589996,182.589996,24289900
2010-12-24,181.899994,184.550003,180.410004,182.750000,182.750000,9305700
2010-12-31,181.960007,187.699997,179.509995,185.860001,185.860001,20413600
2011-01-07,187.880005,188.449997,182.509995,185.529999,185.529999,17457900
2011-01-14,185.500000,191.600006,181.000000,181.960007,181.960007,17151300
2011-01-21,183.000000,185.000000,174.149994,184.449997,184.449997,35414100
2011-01-28,171.449997,175.199997,166.899994,173.710007,173.710007,39938600
2011-02-04,174.000000,187.240005,173.750000,186.210007,186.210007,31041500
2011-02-11,185.559998,191.399994,185.309998,187.759995,187.759995,20493800
2011-02-18,187.539993,188.500000,174.389999,177.750000,177.750000,19954200
2011-02-25,178.949997,180.750000,168.350006,172.789993,172.789993,26145600
2011-03-04,172.619995,172.750000,163.899994,166.139999,166.139999,28183500
2011-03-11,165.500000,169.199997,160.759995,160.970001,160.970001,25245900
2011-03-18,161.190002,172.000000,160.589996,171.100006,171.100006,26113700
2011-03-25,171.639999,181.570007,169.250000,180.130005,180.130005,24265000
2011-04-01,181.580002,188.270004,178.589996,184.910004,184.910004,25434400
2011-04-08,185.259995,186.490005,179.360001,181.820007,181.820007,20162500
2011-04-15,181.000000,185.970001,175.369995,185.889999,185.889999,18950500
2011-04-22,185.649994,197.800003,180.740005,195.070007,195.070007,45561100
2011-04-29,194.380005,203.419998,193.779999,197.110001,197.110001,33289000
2011-05-06,199.100006,206.190002,196.559998,206.070007,206.070007,25334200
2011-05-13,205.699997,206.389999,191.369995,198.800003,198.800003,29240400
2011-05-20,197.949997,199.800003,190.880005,195.000000,195.000000,19290200
2011-05-27,194.759995,198.440002,190.559998,193.649994,193.649994,12251700
2011-06-03,191.229996,193.210007,185.179993,189.679993,189.679993,21460900
2011-06-10,189.250000,192.449997,181.589996,183.649994,183.649994,23939400
2011-06-17,186.509995,195.199997,184.639999,194.160004,194.160004,21075800
2011-06-24,193.880005,206.250000,191.350006,204.490005,204.490005,22597500
2011-07-01,205.550003,217.800003,203.610001,216.740005,216.740005,13346400
2011-07-08,214.300003,218.320007,209.380005,210.380005,210.380005,19859700
2011-07-15,213.080002,220.199997,208.289993,213.210007,213.210007,19326100
2011-07-22,213.860001,227.199997,210.350006,223.899994,223.899994,35108600
2011-07-29,221.289993,227.449997,201.449997,201.479996,201.479996,32320300
2011-08-05,204.669998,207.320007,190.050003,198.360001,198.360001,47102200
2011-08-12,200.279999,205.279999,179.720001,182.520004,182.520004,27878500
2011-08-19,180.289993,196.990005,177.100006,192.029999,192.029999,29919000
2011-08-26,191.240005,217.639999,189.600006,212.539993,212.539993,28417700
2011-09-02,208.940002,220.639999,204.470001,217.259995,217.259995,20141900
2011-09-09,215.050003,227.199997,208.649994,226.779999,226.779999,26242800
2011-09-16,227.570007,244.000000,219.000000,223.229996,223.229996,41497900
2011-09-23,220.509995,235.809998,216.289993,222.440002,222.440002,43915100
2011-09-30,218.190002,223.619995,200.429993,221.509995,221.509995,35243800
2011-10-07,222.479996,241.839996,218.410004,236.149994,236.149994,28275400
2011-10-14,240.869995,246.710007,229.250000,233.610001,233.610001,26552400
2011-10-21,236.910004,240.470001,196.509995,206.779999,206.779999,58469400
2011-10-28,206.529999,218.889999,205.750000,218.289993,218.289993,37172500
2011-11-04,217.649994,220.199997,208.100006,210.789993,210.789993,21565500
2011-11-11,212.520004,222.350006,202.100006,204.520004,204.520004,30916800
2011-11-18,205.330002,205.339996,183.580002,188.990005,188.990005,37685600
2011-11-25,190.410004,198.070007,181.509995,197.130005,197.130005,33799100
2011-12-02,197.070007,199.660004,189.119995,190.479996,190.479996,29438700
2011-12-09,191.210007,193.949997,170.250000,181.259995,181.259995,37673400
2011-12-16,182.419998,184.410004,172.490005,179.029999,179.029999,28559400
2011-12-23,179.220001,179.679993,166.970001,173.860001,173.860001,18316200
2011-12-30,173.360001,180.500000,172.490005,177.610001,177.610001,17404900
2012-01-06,178.070007,184.649994,175.750000,175.929993,175.929993,24539600
2012-01-13,175.809998,195.940002,173.500000,194.449997,194.449997,24967500
2012-01-20,190.710007,194.850006,183.820007,193.320007,193.320007,25049400
2012-01-27,193.089996,196.500000,172.000000,181.720001,181.720001,52928200
2012-02-03,182.830002,187.899994,181.759995,184.979996,184.979996,31200200
2012-02-10,183.419998,193.570007,175.139999,179.929993,179.929993,41753800
2012-02-17,180.089996,184.750000,176.960007,178.889999,178.889999,25113800
2012-02-24,179.699997,184.289993,176.500000,180.039993,180.039993,23375700
2012-03-02,179.479996,188.380005,178.039993,187.639999,187.639999,23125700
2012-03-09,186.789993,187.199997,180.300003,184.429993,184.429993,19363800
2012-03-16,183.279999,194.410004,182.350006,192.399994,192.399994,25956800
2012-03-23,192.009995,209.850006,191.800003,204.610001,204.610001,35154700
2012-03-30,205.020004,206.850006,192.360001,194.389999,194.389999,24543500
2012-04-06,192.020004,194.199997,185.610001,190.690002,190.690002,15956600
2012-04-13,189.899994,194.550003,183.649994,191.100006,191.100006,18309600
2012-04-20,192.339996,196.360001,185.509995,195.990005,195.990005,24290000
2012-04-27,224.830002,233.839996,220.220001,229.449997,229.449997,47277600
2012-05-04,227.800003,229.720001,218.199997,226.690002,226.690002,20782300
2012-05-11,225.949997,230.679993,218.089996,218.360001,218.360001,22771200
2012-05-18,219.410004,219.979996,211.179993,215.240005,215.240005,19929500
2012-05-25,214.990005,216.550003,207.110001,212.910004,212.910004,13887500
2012-06-01,208.440002,221.490005,206.369995,218.800003,218.800003,18009000
2012-06-08,218.610001,220.869995,212.559998,214.449997,214.449997,14845500
2012-06-15,215.289993,226.029999,214.460007,220.570007,220.570007,15158800
2012-06-22,221.830002,227.500000,218.000000,221.309998,221.309998,14117900
2012-06-29,224.699997,230.500000,223.710007,227.059998,227.059998,9959100
2012-07-06,226.350006,228.899994,212.610001,215.360001,215.360001,13458200
2012-07-13,215.630005,227.500000,213.880005,226.169998,226.169998,13755500
2012-07-20,225.360001,229.389999,214.949997,220.009995,220.009995,25277900
2012-07-27,225.250000,240.740005,224.500000,230.809998,230.809998,24095800
2012-08-03,234.029999,238.000000,233.029999,234.059998,234.059998,9809700
2012-08-10,233.080002,242.820007,231.000000,241.550003,241.550003,14177600
